produce_type,temperature,humidity,voc,storage_age,initial_shelf_life,remaining_shelf_life
Broccoli,2.4,100.0,0.326,12.9,18,0.0
Spinach,-1.2,100.0,0.162,9.6,12,0.0
Broccoli,-0.5,96.0,0.106,5.7,18,11.4
Spinach,35.3,67.8,1.891,4.7,12,0.0
Broccoli,8.5,96.7,0.954,15.9,18,0.0
Banana,16.6,96.4,1.517,12.1,20,0.0
Carrot,9.5,86.5,0.382,15.7,30,0.0
Carrot,1.2,100.0,0.134,15.8,30,11.0
Apple,0.6,95.6,0.831,104.7,180,0.0
Bell Pepper,34.3,77.0,2.726,5.6,18,0.0
Potato,9.1,93.6,0.217,125.3,200,40.0
Potato,11.2,90.5,0.105,55.0,200,128.6
Cucumber,13.2,96.0,0.141,3.6,14,9.5
Spinach,30.4,62.1,3.185,8.6,12,0.0
Mango,12.6,99.2,2.083,19.4,21,0.0
Orange,16.3,70.3,1.11,38.5,70,0.0
Onion,19.1,65.8,0.038,19.6,180,158.8
Broccoli,-1.2,98.2,0.243,10.1,18,4.6
Potato,17.7,81.5,0.011,2.9,200,189.7
Tomato,34.9,64.8,8.954,18.4,21,0.0
Banana,12.4,89.3,0.729,7.2,20,5.6
Tomato,30.5,78.1,3.151,12.2,21,0.0
Banana,13.4,92.0,1.37,11.5,20,0.0
Spinach,33.5,79.6,2.097,6.0,12,0.0
Apple,35.0,71.5,15.0,87.3,180,0.0
Spinach,29.9,59.0,0.236,0.7,12,0.0
Broccoli,-0.1,96.4,0.302,13.1,18,0.1
Orange,36.6,82.7,13.36,59.5,70,0.0
Spinach,13.8,83.2,0.442,5.6,12,0.0
Onion_Green,-2.0,100.0,0.046,4.1,25,20.2
Orange,32.9,61.7,0.765,5.6,70,0.0
Tomato,31.6,58.0,1.287,3.6,21,0.0
Broccoli,35.7,81.4,4.43,5.8,18,0.0
Orange,3.8,88.7,0.387,58.5,70,0.0
Spinach,1.0,97.6,0.151,8.9,12,1.5
Spinach,2.1,92.0,0.163,10.9,12,0.0
Apple,2.5,90.7,0.06,6.8,180,172.4
Banana,34.5,69.9,3.21,3.3,20,0.0
Carrot,1.2,100.0,0.183,28.2,30,0.0
Mango,15.7,100.0,1.352,6.8,21,0.0
Cucumber,20.7,84.9,0.326,3.5,14,0.9
Cucumber,33.0,65.1,3.503,12.7,14,0.0
Bell Pepper,8.5,94.7,0.165,4.8,18,11.9
Mango,15.7,90.0,0.078,0.4,21,20.4
Bell Pepper,10.2,89.4,0.315,7.2,18,7.6
Grapes,9.6,81.1,0.824,24.8,45,0.0
Grapes,2.6,100.0,0.07,4.6,45,37.7
Onion_Green,7.1,90.6,0.859,23.1,25,0.0
Tomato,15.7,98.2,0.246,3.2,21,14.4
Strawberry,0.3,93.1,0.776,2.6,5,0.0
Banana,35.7,55.1,10.639,8.9,20,0.0
Bell Pepper,17.6,76.7,0.097,1.4,18,12.4
Tomato,16.5,89.8,0.087,1.1,21,19.8
Grapes,33.7,55.8,14.745,40.0,45,0.0
Onion_Green,2.2,97.6,0.33,11.7,25,7.5
Orange,16.1,81.3,0.852,36.0,70,0.0
Grapes,11.1,83.8,0.578,22.8,45,0.0
Spinach,10.2,89.3,0.476,11.1,12,0.0
Tomato,14.6,99.2,1.406,18.7,21,0.0
Orange,17.8,80.0,0.724,30.6,70,0.0
Broccoli,1.2,100.0,0.138,5.5,18,11.2
Onion_Green,7.0,84.8,0.2,5.9,25,5.7
Spinach,2.7,94.3,0.138,6.6,12,3.5
Onion_Green,34.9,60.8,10.041,20.8,25,0.0
Mango,14.4,93.2,2.496,17.4,21,0.0
Grapes,-1.1,95.4,0.098,10.5,45,32.4
Mango,32.5,57.4,3.66,4.1,21,0.0
Onion_Green,-1.7,100.0,0.055,5.1,25,19.0
Onion_Green,31.9,63.4,0.162,0.5,25,11.2
Mango,30.1,63.8,1.118,1.4,21,2.2
Apple,9.6,79.7,1.655,106.2,180,0.0
Mango,34.6,69.0,15.0,15.3,21,0.0
Spinach,1.7,100.0,0.219,10.7,12,0.0
Bell Pepper,9.2,100.0,0.612,16.9,18,0.0
Spinach,35.8,52.5,4.408,10.0,12,0.0
Spinach,-1.2,100.0,0.01,0.3,12,11.7
Bell Pepper,10.1,90.3,0.528,16.3,18,0.0
Grapes,-1.3,91.1,0.289,24.8,45,10.4
Onion_Green,1.4,98.5,0.3,14.7,25,4.4
Strawberry,-0.2,91.7,0.953,2.9,5,0.0
Mango,32.2,68.4,2.603,2.4,21,0.0
Mango,16.9,100.0,2.6,12.8,21,0.0
Banana,15.5,97.7,1.869,14.9,20,0.0
Bell Pepper,35.2,52.1,4.807,10.0,18,0.0
Apple,11.6,80.5,0.262,17.0,180,106.4
Orange,5.2,88.3,0.43,54.7,70,0.0
Orange,3.3,99.6,0.12,15.6,70,36.1
Apple,-1.0,96.7,0.085,13.0,180,162.5
Strawberry,-2.0,100.0,0.372,1.9,5,1.3
Mango,32.5,71.1,14.534,17.9,21,0.0
Cucumber,33.2,78.9,2.068,7.7,14,0.0
Orange,6.3,96.4,0.553,62.6,70,0.0
Onion,18.5,74.9,0.024,13.6,180,160.5
Apple,16.8,84.0,1.283,36.9,180,0.0
Spinach,33.7,84.2,1.519,3.2,12,0.0
Grapes,1.2,89.2,0.051,3.7,45,40.7
Cucumber,10.9,93.3,0.179,6.1,14,6.4
Onion_Green,36.4,82.3,6.75,12.0,25,0.0
Apple,-1.4,100.0,0.454,76.3,180,20.5
Mango,12.8,92.8,1.369,9.7,21,0.0
Onion_Green,6.0,86.8,0.489,17.9,25,0.0
Onion,19.3,66.5,0.149,75.4,180,90.0
Tomato,34.4,56.1,7.518,13.7,21,0.0
Strawberry,30.3,84.6,14.263,2.7,5,0.0
Onion_Green,0.5,97.4,0.087,6.2,25,18.1
Orange,5.9,85.7,0.418,49.4,70,0.0
Strawberry,0.4,91.6,0.904,3.2,5,0.0
Onion_Green,0.1,95.4,0.035,2.1,25,22.8
Potato,37.1,74.4,5.359,176.0,200,0.0
Apple,0.5,89.2,0.263,37.4,180,127.3
Spinach,-2.0,96.8,0.025,2.7,12,8.7
Orange,28.8,50.2,0.237,2.1,70,24.4
Tomato,30.5,53.2,5.489,15.0,21,0.0
Onion,20.1,67.3,0.348,141.8,180,0.0
Mango,31.7,80.6,4.241,4.3,21,0.0
Orange,3.6,90.7,0.202,36.1,70,21.3
Apple,0.5,100.0,0.392,61.5,180,65.3
Spinach,14.5,89.6,0.235,4.0,12,0.0
Cucumber,35.6,66.8,3.317,9.1,14,0.0
Onion_Green,3.1,100.0,0.459,16.5,25,0.0
Banana,13.0,94.0,1.89,18.2,20,0.0
Tomato,15.2,90.3,0.463,7.7,21,8.4
Tomato,15.5,86.7,1.29,16.3,21,0.0
Spinach,15.9,86.6,0.503,7.0,12,0.0
Grapes,-1.3,92.9,0.392,41.1,45,0.0
Tomato,19.2,83.5,0.542,4.3,21,12.7
Onion_Green,-0.7,94.9,0.121,8.4,25,14.9
Grapes,-1.7,98.2,0.245,23.8,45,7.6
Broccoli,-1.5,99.6,0.174,9.8,18,5.4
Carrot,35.9,69.0,8.808,27.3,30,0.0
Strawberry,6.9,80.2,1.871,4.2,5,0.0
Apple,2.7,86.8,0.392,49.9,180,94.4
Banana,12.8,92.6,0.922,7.7,20,3.6
Orange,32.0,75.5,4.324,35.4,70,0.0
Broccoli,31.7,52.6,10.278,16.4,18,0.0
Onion_Green,10.7,91.3,0.339,7.3,25,0.0
Bell Pepper,14.3,77.4,0.091,1.5,18,13.4
Cucumber,10.6,96.2,0.032,1.4,14,12.5
Strawberry,31.8,53.7,15.0,2.4,5,0.0
Strawberry,-1.3,88.7,0.243,1.0,5,3.5
Carrot,12.5,90.2,0.872,25.4,30,0.0
Carrot,8.7,79.5,0.519,21.8,30,0.0
Onion_Green,-1.0,100.0,0.269,20.7,25,0.0
Onion,37.2,58.7,1.276,104.9,180,0.0
Onion_Green,-0.0,100.0,0.374,19.4,25,0.0
Onion_Green,9.4,85.6,0.327,8.8,25,0.0
Orange,5.3,90.4,0.01,1.3,70,68.6
Onion,21.0,72.7,0.075,32.4,180,138.1
Potato,8.6,89.4,0.034,22.9,200,174.8
Tomato,31.4,84.9,0.061,0.2,21,20.1
Apple,36.8,83.1,3.454,19.5,180,0.0
Grapes,31.2,84.4,8.261,30.3,45,0.0
Banana,12.8,92.2,1.607,16.2,20,0.0
Onion_Green,37.4,50.2,6.595,11.1,25,0.0
Apple,37.3,55.4,1.423,5.9,180,0.0
Mango,13.4,88.6,1.567,12.8,21,0.0
Potato,9.4,89.7,0.153,107.1,200,65.9
Onion_Green,37.5,73.6,8.198,13.1,25,0.0
Tomato,15.5,95.2,0.348,6.0,21,9.9
Carrot,1.6,100.0,0.158,12.7,30,14.2
Spinach,12.3,87.2,0.131,2.4,12,1.2
Strawberry,1.0,98.0,1.641,4.7,5,0.0
Onion_Green,10.1,83.2,0.366,8.9,25,0.0
Strawberry,1.8,90.5,0.582,1.4,5,2.5
Onion_Green,-2.0,97.9,0.054,6.5,25,17.6
Orange,29.8,69.0,7.596,63.2,70,0.0
Cucumber,12.4,100.0,0.083,2.6,14,10.6
Cucumber,18.5,88.7,0.011,0.2,14,13.7
Onion,29.8,52.8,0.861,166.8,180,0.0
Broccoli,-0.7,91.5,0.064,3.6,18,13.3
Onion_Green,-1.0,100.0,0.01,0.5,25,24.4
Apple,29.7,57.8,9.892,89.9,180,0.0
Cucumber,18.9,87.5,0.671,12.8,14,0.0
Apple,29.5,74.2,11.239,155.9,180,0.0
Mango,13.0,97.8,0.598,4.1,21,13.2
Bell Pepper,9.4,92.7,0.192,4.6,18,12.3
Spinach,2.8,95.2,0.026,1.4,12,10.5
Bell Pepper,18.8,77.2,0.988,11.5,18,0.0
Onion,17.3,67.9,0.144,101.5,180,46.7
Spinach,3.1,98.1,0.153,6.2,12,4.2
Spinach,17.1,92.9,0.203,2.6,12,0.0
Orange,6.3,93.8,0.577,63.9,70,0.0
Carrot,-0.6,97.6,0.163,24.2,30,0.0
Onion,30.4,57.4,0.395,73.8,180,0.0
Onion_Green,5.7,93.3,0.691,23.7,25,0.0
Banana,12.8,96.4,1.18,11.1,20,0.0
Spinach,9.2,88.6,0.4,9.6,12,0.0
Spinach,28.9,57.6,2.341,9.6,12,0.0
Banana,24.6,88.0,4.696,16.0,20,0.0
Tomato,15.6,94.9,1.466,17.4,21,0.0
Cucumber,9.0,98.7,0.011,0.4,14,13.5
Cucumber,17.6,89.2,0.346,5.2,14,1.8
Grapes,0.1,93.9,0.308,31.1,45,2.1
Broccoli,7.3,89.0,0.154,4.7,18,5.0
Spinach,1.1,94.6,0.047,3.1,12,8.6
Strawberry,0.4,91.1,0.272,1.0,5,3.7
Onion,28.2,75.9,0.721,164.0,180,0.0
Bell Pepper,20.8,82.9,0.326,2.4,18,7.4
Broccoli,9.2,83.9,1.03,14.6,18,0.0
Broccoli,-1.3,91.2,0.288,13.5,18,0.0
Grapes,12.6,77.6,0.791,22.8,45,0.0
Orange,34.4,52.2,6.794,43.4,70,0.0
Orange,6.1,87.6,0.118,14.3,70,53.3
Onion,30.3,59.2,0.737,120.4,180,0.0
Bell Pepper,16.1,80.5,0.168,3.3,18,8.5
Mango,12.8,89.8,0.424,2.6,21,16.9
Carrot,0.3,99.1,0.096,10.0,30,18.6
Cucumber,8.7,94.8,0.12,4.4,14,8.2
Tomato,13.5,84.3,0.432,7.7,21,7.4
Orange,6.0,93.0,0.218,29.1,70,26.8
Mango,23.6,81.2,7.083,17.3,21,0.0
Mango,13.6,90.1,0.703,4.7,21,12.2
Banana,16.0,87.9,0.884,7.1,20,3.7
Mango,34.5,75.8,0.206,0.2,21,19.1
Cucumber,14.2,95.1,0.28,6.1,14,4.9
Onion_Green,29.8,78.5,7.428,22.3,25,0.0
Cucumber,8.4,88.2,0.3,11.6,14,0.0
Strawberry,-1.2,93.8,0.084,0.4,5,4.5
Tomato,35.2,69.3,7.669,15.4,21,0.0
Orange,3.2,91.8,0.196,31.3,70,25.4
Onion_Green,37.0,62.4,11.794,22.6,25,0.0
Cucumber,11.4,97.5,0.043,1.1,14,12.8
Mango,31.8,77.0,2.394,2.9,21,0.0
Cucumber,10.4,94.1,0.41,12.4,14,0.0
Onion,17.2,67.0,0.054,50.6,180,118.2
Bell Pepper,24.1,79.1,2.204,15.6,18,0.0
Orange,6.5,95.1,0.633,53.2,70,0.0
Strawberry,34.0,81.3,9.041,0.9,5,0.0
Spinach,10.1,78.2,0.293,6.8,12,0.0
Apple,3.4,90.4,1.037,112.5,180,0.0
Mango,16.7,89.0,2.241,11.9,21,0.0
Strawberry,0.6,85.2,0.308,1.0,5,3.3
Banana,34.9,50.3,13.75,11.8,20,0.0
Bell Pepper,19.3,80.9,0.478,4.9,18,0.0
Carrot,29.7,59.3,1.697,12.8,30,0.0
Carrot,3.0,96.1,0.293,23.2,30,0.0
Orange,5.9,98.3,0.215,22.2,70,24.5
Strawberry,-0.0,93.7,0.245,0.9,5,3.9
Broccoli,5.6,86.9,0.189,4.7,18,5.8
Onion_Green,38.0,83.0,10.202,16.0,25,0.0
Mango,13.6,90.0,2.612,18.3,21,0.0
Mango,13.5,91.7,0.861,7.8,21,5.0
Cucumber,19.4,83.8,0.745,9.1,14,0.0
Potato,7.3,91.6,0.192,133.8,200,30.8
Broccoli,0.4,99.3,0.034,1.6,18,16.2
Orange,7.3,89.2,0.275,21.1,70,39.3
Tomato,16.4,89.3,1.428,17.0,21,0.0
Cucumber,34.1,60.0,3.456,8.7,14,0.0
Orange,20.2,77.6,0.408,10.3,70,0.3
Onion_Green,6.5,78.9,0.753,21.5,25,0.0
Grapes,2.4,92.1,0.235,21.1,45,15.5
Onion_Green,36.9,70.3,4.18,5.9,25,0.0
Orange,31.3,54.7,3.661,32.6,70,0.0
Strawberry,37.9,63.1,15.0,1.3,5,0.0
Cucumber,24.8,84.6,0.052,0.6,14,10.6
Strawberry,29.8,54.2,5.132,0.8,5,0.0
Mango,26.8,77.3,2.698,4.5,21,0.0
Broccoli,16.5,85.7,1.32,9.6,18,0.0
Banana,16.4,98.7,2.911,18.4,20,0.0
Potato,11.6,96.6,0.307,184.7,200,0.0
Spinach,-1.4,95.3,0.102,7.0,12,3.1
Bell Pepper,14.2,96.6,0.268,4.4,18,10.1
Potato,8.2,86.3,0.28,168.9,200,0.0
Carrot,32.8,74.4,0.274,1.6,30,0.0
Banana,14.5,93.4,0.74,5.6,20,9.4
Cucumber,32.5,62.7,3.284,13.2,14,0.0
Onion_Green,30.9,57.9,1.538,3.2,25,0.0
Mango,12.7,95.7,1.322,11.6,21,0.0
Onion_Green,1.3,94.2,0.327,18.7,25,0.0
Grapes,-1.1,89.3,0.088,9.2,45,34.0
Mango,37.5,84.7,15.0,16.1,21,0.0
Bell Pepper,6.8,100.0,0.099,3.6,18,11.9
Broccoli,29.6,80.5,1.71,4.7,18,0.0
Grapes,11.3,83.4,0.829,27.3,45,0.0
Grapes,30.1,52.8,1.85,11.9,45,0.0
Apple,31.2,55.1,15.0,163.3,180,0.0
Tomato,26.4,77.2,0.514,1.8,21,13.2
Orange,3.8,92.1,0.256,35.4,70,17.7
Tomato,37.4,64.2,8.433,11.4,21,0.0
Apple,0.2,89.4,0.917,131.4,180,0.0
Carrot,0.6,100.0,0.08,7.2,30,21.8
Strawberry,37.9,54.4,15.0,3.0,5,0.0
Onion,36.1,81.3,0.02,2.1,180,161.3
Onion,17.5,71.9,0.239,152.2,180,0.0
Onion,17.4,64.7,0.158,100.8,180,40.8
Onion,29.2,56.4,0.86,162.6,180,0.0
Mango,32.0,71.0,5.061,4.9,21,0.0
Strawberry,4.7,94.9,1.252,3.2,5,0.0
Broccoli,32.6,75.8,1.289,2.3,18,0.0
Apple,31.8,50.9,15.0,124.4,180,0.0
Onion_Green,-0.4,98.2,0.037,2.4,25,22.5
Broccoli,-1.0,94.8,0.212,8.8,18,6.4
Potato,8.6,94.6,0.197,137.5,200,26.0
Grapes,9.7,81.1,0.942,24.4,45,0.0
Onion_Green,10.7,87.6,0.344,8.3,25,0.0
Orange,32.9,66.3,5.802,43.6,70,0.0
Onion,19.3,65.9,0.01,3.1,180,176.7
Bell Pepper,36.4,60.2,11.062,15.9,18,0.0
Spinach,1.7,95.3,0.027,1.9,12,9.9
Grapes,34.2,79.3,8.27,22.1,45,0.0
Apple,30.3,79.7,2.754,23.9,180,0.0
Spinach,1.1,94.5,0.121,8.7,12,1.6
Potato,13.9,79.5,0.256,106.1,200,0.0
Potato,5.9,95.9,0.161,169.9,200,0.0
Broccoli,0.9,100.0,0.313,13.4,18,0.0
Potato,8.4,92.3,0.079,45.4,200,150.2
Tomato,35.0,53.0,0.833,2.4,21,0.0
Onion_Green,35.1,52.8,4.102,9.6,25,0.0
Spinach,3.0,93.4,0.07,2.6,12,8.7
Onion_Green,35.6,68.2,3.427,4.9,25,0.0
Mango,34.5,63.8,14.499,12.2,21,0.0
Grapes,-0.3,92.0,0.336,36.0,45,0.0
Banana,12.0,100.0,0.287,2.6,20,15.3
Tomato,16.7,85.3,0.387,3.9,21,15.2
Mango,33.0,64.0,13.945,15.0,21,0.0
Onion,32.0,49.9,0.258,34.6,180,0.0
Grapes,30.7,57.3,9.933,40.4,45,0.0
Spinach,32.4,74.2,2.679,6.6,12,0.0
Onion,26.4,64.0,0.01,2.8,180,174.7
Apple,-2.0,95.4,0.057,13.3,180,161.7
Tomato,30.9,64.3,3.223,10.5,21,0.0
Potato,23.3,71.9,1.273,158.3,200,0.0
Onion_Green,2.2,100.0,0.237,14.0,25,5.0
Onion_Green,-2.0,100.0,0.211,15.6,25,3.5
Cucumber,33.1,66.6,3.041,10.1,14,0.0
Broccoli,-0.3,93.6,0.067,4.3,18,13.0
Onion_Green,0.3,100.0,0.062,3.0,25,21.7
Apple,5.6,98.7,0.285,25.2,180,131.4
Grapes,-1.4,92.6,0.372,40.9,45,0.0
Orange,12.7,75.6,0.765,32.2,70,0.0
Orange,5.5,96.1,0.481,48.9,70,0.0
Mango,14.9,89.8,0.076,0.4,21,20.5
Apple,-0.6,93.6,0.204,32.0,180,137.2
Onion,28.4,76.2,0.051,12.3,180,127.9
Tomato,16.2,98.4,0.483,7.2,21,4.0
Spinach,30.6,66.1,1.017,2.5,12,0.0
Onion,29.9,51.4,0.452,120.6,180,0.0
Bell Pepper,9.3,90.5,0.103,2.7,18,14.9
Onion,31.7,63.2,0.415,108.9,180,0.0
Apple,1.4,93.9,1.088,158.4,180,0.0
Cucumber,36.8,71.2,4.878,11.5,14,0.0
Apple,34.7,63.5,15.0,116.8,180,0.0
Tomato,17.6,87.1,0.69,7.1,21,7.9
Spinach,37.2,77.2,6.434,11.1,12,0.0
Carrot,9.9,86.7,0.065,2.8,30,20.5
Broccoli,31.7,66.0,6.124,12.9,18,0.0
Mango,14.1,89.0,0.249,1.3,21,19.2
Cucumber,20.0,86.3,0.572,8.6,14,0.0
Grapes,11.8,87.5,1.168,32.8,45,0.0
Spinach,-0.9,95.2,0.053,3.1,12,8.3
Bell Pepper,8.8,91.6,0.084,2.1,18,15.6
Bell Pepper,23.0,84.3,1.578,9.5,18,0.0
Spinach,10.1,100.0,0.301,6.0,12,0.0
Cucumber,9.4,100.0,0.168,7.7,14,2.8
Onion,37.8,82.9,0.689,46.6,180,0.0
Orange,32.7,57.3,8.173,63.0,70,0.0
Orange,5.7,91.4,0.495,54.4,70,0.0
Orange,4.0,90.1,0.437,55.3,70,0.0
Tomato,30.1,83.2,0.496,1.3,21,13.9
Apple,11.3,80.8,2.526,131.8,180,0.0
Mango,14.4,92.4,1.934,15.9,21,0.0
Carrot,1.3,94.2,0.148,21.1,30,3.7
Grapes,30.5,76.9,0.162,0.6,45,31.3
Spinach,1.3,92.9,0.116,8.0,12,1.8
Banana,13.7,98.9,0.329,2.9,20,15.2
Orange,5.7,97.0,0.577,54.5,70,0.0
Orange,8.9,88.8,0.62,47.5,70,0.0
Cucumber,13.3,100.0,0.541,13.1,14,0.0
Orange,6.4,90.4,0.588,44.1,70,0.0
Strawberry,-0.7,89.3,1.259,4.6,5,0.0
Onion,30.1,62.5,0.722,100.4,180,0.0
Banana,22.5,76.8,0.553,2.5,20,7.9
Broccoli,-0.5,95.6,0.237,10.0,18,4.9
Strawberry,36.4,83.3,15.0,3.8,5,0.0
Onion,20.6,70.1,0.275,132.6,180,0.0
Potato,36.7,74.7,4.096,144.5,200,0.0
Grapes,34.7,60.7,0.584,1.6,45,0.0
Tomato,13.7,96.0,0.49,6.9,21,5.7
Carrot,1.3,100.0,0.01,0.3,30,29.6
Spinach,0.4,98.3,0.023,1.4,12,10.5
Spinach,1.1,97.3,0.013,0.8,12,11.2
Onion,19.3,62.7,0.045,21.0,180,154.4
Onion_Green,8.4,89.8,0.238,5.4,25,8.3
Potato,10.0,100.0,0.416,184.2,200,0.0
Bell Pepper,10.9,100.0,0.093,3.2,18,13.1
Orange,37.0,50.7,11.57,57.1,70,0.0
Apple,13.4,76.1,1.445,55.2,180,0.0
Grapes,-0.2,96.2,0.128,11.8,45,30.3
Tomato,23.0,77.1,1.283,7.5,21,0.0
Banana,13.2,100.0,2.001,19.0,20,0.0
Bell Pepper,9.7,94.3,0.365,10.0,18,3.3
Onion,34.7,51.7,1.163,93.1,180,0.0
Grapes,37.7,59.2,4.541,9.2,45,0.0
Tomato,26.4,76.4,0.332,1.6,21,14.5
Tomato,16.3,85.4,0.552,7.2,21,8.9
Onion,20.3,66.4,0.146,66.9,180,100.8
Spinach,3.3,100.0,0.181,10.3,12,0.0
Spinach,1.3,99.3,0.172,10.7,12,0.0
Banana,14.4,91.4,0.42,3.0,20,15.4
Orange,32.3,77.5,7.931,62.6,70,0.0
Potato,19.5,95.7,0.429,88.5,200,0.0
Broccoli,11.1,87.6,0.093,1.1,18,13.3
Grapes,9.8,85.8,0.347,14.4,45,0.0
Grapes,-1.8,93.6,0.082,12.3,45,30.6
Potato,6.4,99.1,0.142,107.4,200,33.7
Tomato,34.6,84.4,7.598,11.4,21,0.0
Spinach,-2.0,100.0,0.104,9.5,12,0.0
Bell Pepper,12.0,89.1,0.154,4.6,18,11.9
Strawberry,35.0,62.0,15.0,2.1,5,0.0
Onion_Green,33.2,54.9,2.139,5.3,25,0.0
Broccoli,-0.0,100.0,0.298,14.7,18,0.0
Onion,20.3,71.4,0.181,82.9,180,70.5
Onion_Green,-0.3,98.6,0.04,4.4,25,20.3
Bell Pepper,17.6,90.2,1.409,14.4,18,0.0
Mango,14.6,94.9,1.581,13.6,21,0.0
Grapes,32.6,68.1,4.711,14.3,45,0.0
Tomato,14.6,89.2,0.686,11.5,21,0.0
Potato,7.3,98.9,0.119,77.8,200,88.0
Orange,7.1,85.2,0.489,58.7,70,0.0
Onion,20.4,70.2,0.254,140.6,180,0.0
Onion_Green,0.4,99.7,0.273,17.2,25,1.5
Bell Pepper,7.9,100.0,0.565,16.8,18,0.0
Strawberry,1.3,84.8,0.277,0.9,5,3.5
Tomato,22.9,85.5,1.501,10.0,21,0.0
Grapes,0.7,91.0,0.54,37.3,45,0.0
Cucumber,9.8,98.3,0.218,7.5,14,3.6
Onion,37.5,63.0,1.936,141.8,180,0.0
Apple,2.1,93.8,0.649,106.9,180,0.0
Spinach,-0.5,97.6,0.091,6.6,12,4.4
Potato,5.6,99.2,0.101,75.9,200,79.8
Orange,5.9,84.2,0.59,62.0,70,0.0
Broccoli,1.7,92.8,0.037,1.7,18,15.8
Potato,7.4,90.0,0.03,20.6,200,177.3
Apple,37.7,54.4,7.323,27.5,180,0.0
Bell Pepper,33.2,56.6,0.95,1.8,18,0.0
Banana,33.9,78.2,7.319,8.2,20,0.0
Potato,37.5,79.5,2.633,112.8,200,0.0
Carrot,4.8,100.0,0.186,12.6,30,10.5
Cucumber,28.3,70.0,2.768,11.8,14,0.0
Onion,30.9,57.2,0.726,86.8,180,0.0
Banana,14.7,97.0,1.177,15.9,20,0.0
Bell Pepper,34.6,75.8,5.753,16.0,18,0.0
Orange,19.6,81.2,1.488,35.8,70,0.0
Bell Pepper,18.7,73.1,0.921,12.2,18,0.0
Spinach,30.9,56.5,1.464,4.7,12,0.0
Spinach,1.7,93.9,0.123,8.9,12,0.9
Tomato,17.1,89.0,2.009,19.4,21,0.0
Mango,12.6,94.1,1.922,15.1,21,0.0
Carrot,-1.3,94.2,0.077,11.3,30,15.7
Mango,26.0,82.3,2.888,6.0,21,0.0
Potato,32.3,74.6,1.486,82.6,200,0.0
Broccoli,35.4,69.8,13.673,15.2,18,0.0
Spinach,15.0,90.5,0.313,4.2,12,0.0
Potato,7.5,92.9,0.157,135.8,200,35.6
Orange,19.1,77.6,1.864,45.5,70,0.0
Carrot,30.1,63.7,1.564,9.1,30,0.0
Apple,0.3,90.0,0.16,21.3,180,153.1
Strawberry,-2.0,93.0,0.144,0.6,5,4.2
Grapes,0.4,93.1,0.019,1.6,45,43.4
Orange,4.4,86.9,0.442,62.6,70,0.0
Spinach,1.0,96.5,0.025,1.1,12,10.8
Tomato,29.9,61.6,2.903,8.0,21,0.0
Strawberry,0.7,94.5,1.025,3.9,5,0.0
Tomato,27.4,69.2,2.88,14.8,21,0.0
Onion_Green,2.3,93.8,0.287,12.1,25,6.3
Strawberry,37.1,82.2,15.0,2.6,5,0.0
Bell Pepper,10.1,90.3,0.318,9.2,18,5.0
Grapes,4.2,86.1,0.05,3.2,45,39.7
Strawberry,2.1,99.4,0.741,2.0,5,0.4
Strawberry,11.7,80.0,1.881,1.6,5,0.0
Potato,9.5,94.2,0.088,46.0,200,147.3
Strawberry,36.8,53.6,15.0,1.9,5,0.0
Potato,11.4,99.5,0.372,168.8,200,0.0
Tomato,19.0,94.1,0.534,4.2,21,12.4
Spinach,13.6,92.5,0.54,6.3,12,0.0
Onion_Green,11.9,91.0,0.652,15.9,25,0.0
Bell Pepper,21.4,77.0,1.699,14.8,18,0.0
Grapes,32.4,76.0,7.487,23.4,45,0.0
Tomato,14.7,87.4,1.308,17.3,21,0.0
Tomato,36.3,72.2,9.627,18.1,21,0.0
Onion_Green,2.2,96.6,0.429,20.9,25,0.0
Onion_Green,-1.8,99.5,0.363,21.8,25,0.0
Broccoli,34.1,78.3,3.855,6.6,18,0.0
Orange,6.6,84.2,0.01,0.7,70,69.2
Carrot,-0.4,91.4,0.109,14.2,30,9.9
Spinach,-0.3,100.0,0.145,8.5,12,1.4
Banana,23.6,81.5,0.618,2.0,20,11.3
Cucumber,35.0,67.1,1.851,4.9,14,0.0
Potato,3.8,99.3,0.061,65.1,200,81.0
Carrot,0.5,100.0,0.099,11.0,30,17.2
Banana,22.5,81.8,2.688,10.9,20,0.0
Banana,13.0,98.9,0.837,7.7,20,2.4
Strawberry,18.2,79.1,1.696,1.0,5,0.0
Cucumber,30.3,68.4,0.582,1.8,14,0.0
Broccoli,35.4,81.6,0.156,0.2,18,11.2
Onion,32.2,80.2,0.121,18.8,180,54.5
Cucumber,10.7,100.0,0.09,2.6,14,10.6
Tomato,18.5,97.2,1.265,10.0,21,0.0
Onion,18.1,64.7,0.221,140.1,180,0.0
Banana,14.4,90.9,0.51,4.4,20,12.8
Carrot,37.5,57.4,5.399,14.4,30,0.0
Onion_Green,5.7,77.8,0.536,23.0,25,0.0
Bell Pepper,23.4,73.0,0.413,2.8,18,0.0
Grapes,-0.4,95.4,0.16,15.0,45,26.2
Spinach,1.2,97.6,0.065,3.8,12,7.9
Potato,20.1,79.4,0.493,97.7,200,0.0
Spinach,28.5,57.1,0.992,6.4,12,0.0
Broccoli,-1.0,93.4,0.372,14.0,18,0.0
Mango,14.0,88.3,0.441,3.2,21,15.6
Carrot,35.6,54.7,0.844,2.6,30,0.0
Broccoli,30.8,78.2,2.012,3.7,18,0.0
